EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,TenureBand,IncomeBand,JobSatisfactionLabel,WorkLifeBalanceLabel
778,32,No,Travel_Rarely,885,Research & Development,4,3,Life Sciences,4,Male,42,4,5,Manager,4.0,Married,11914.0,19286,2,Yes,19,3,4,0,10,3,2,5.0,4,1,3,0,4-6 yrs,10K-15K,Very High,Good
779,33,No,Travel_Rarely,296,Research & Development,29,3,Marketing,4,Female,41,4,2,Healthcare Representative,2.0,Married,8133.0,6571,2,Yes,15,4,1,1,9,2,3,4.0,4,2,3,0,4-6 yrs,6K-10K,Medium,Better
780,25,No,Travel_Frequently,1130,Research & Development,22,3,Medical,2,Male,72,3,5,Research Scientist,3.0,Divorced,12821.0,25599,2,Yes,15,3,2,1,3,2,4,3.0,2,3,3,0,2-3 yrs,10K-15K,High,Best
781,37,No,Non-Travel,244,Research & Development,9,5,Medical,4,Female,31,2,5,Research Scientist,4.0,Single,13306.0,13957,2,No,12,4,4,1,14,3,3,10.0,4,4,5,0,7-10 yrs,10K-15K,Very High,Better
782,41,No,Travel_Rarely,1001,Sales,2,1,Life Sciences,1,Male,36,2,3,Sales Representative,2.0,Divorced,12138.0,7134,2,No,11,3,3,0,19,0,3,8.0,3,5,5,0,7-10 yrs,10K-15K,Medium,Better
783,29,No,Travel_Rarely,1335,Research & Development,5,4,Human Resources,3,Female,55,4,5,Research Scientist,2.0,Divorced,13226.0,13722,2,No,19,3,1,0,9,2,3,9.0,2,3,3,0,7-10 yrs,10K-15K,Medium,Better
784,46,No,Travel_Rarely,1233,Human Resources,1,4,Life Sciences,4,Male,50,1,4,Manager,3.0,Single,11274.0,21525,1,No,11,3,4,1,24,3,4,8.0,8,1,2,0,7-10 yrs,10K-15K,High,Best
785,38,No,Travel_Rarely,296,Research & Development,19,4,Life Sciences,2,Female,64,3,5,Laboratory Technician,2.0,Single,13568.0,24927,3,No,14,3,1,1,17,2,4,5.0,5,3,5,0,4-6 yrs,10K-15K,Medium,Best
786,50,Yes,Travel_Rarely,595,Research & Development,2,1,Life Sciences,2,Male,32,2,2,Research Scientist,2.0,Divorced,6476.0,15285,5,No,13,3,3,2,26,1,3,12.0,3,2,8,1,10+ yrs,6K-10K,Medium,Better
787,18,No,Travel_Rarely,407,Research & Development,29,2,Technical Degree,4,Female,48,4,3,Research Scientist,4.0,Divorced,12674.0,7737,5,No,14,4,4,1,0,4,4,0.0,0,0,0,0,0-1 yrs,10K-15K,Very High,Best
788,48,Yes,Travel_Rarely,1450,Research & Development,23,3,Medical,1,Male,57,3,5,Laboratory Technician,1.0,Married,13768.0,3796,3,No,11,3,4,0,26,4,2,10.0,2,3,1,1,7-10 yrs,10K-15K,Low,Good
789,39,No,Travel_Rarely,500,Sales,8,2,Life Sciences,2,Female,60,3,2,Sales Executive,1.0,Married,2425.0,13554,3,No,12,3,4,1,18,1,3,6.0,4,1,3,0,4-6 yrs,Below 3K,Low,Better
790,41,No,Travel_Rarely,168,Sales,14,3,Life Sciences,3,Female,86,2,2,Sales Representative,4.0,Single,5277.0,8708,2,Yes,19,3,3,2,20,2,2,5.0,1,1,5,0,4-6 yrs,3K-6K,Very High,Good
791,50,Yes,Travel_Rarely,1336,Research & Development,7,2,Life Sciences,2,Female,43,2,3,Healthcare Representative,4.0,Single,9414.0,25395,2,No,14,3,4,0,27,6,2,7.0,2,1,4,1,7-10 yrs,6K-10K,Very High,Good
792,42,No,Non-Travel,995,Research & Development,13,4,Technical Degree,3,Female,32,3,3,Research Director,3.0,Married,11664.0,18989,2,No,18,3,1,0,20,2,2,9.0,3,3,4,0,7-10 yrs,10K-15K,High,Good
793,51,No,Travel_Frequently,544,Research & Development,3,3,Medical,2,Male,82,3,3,Manager,2.0,Divorced,7271.0,13462,1,Yes,13,4,3,1,29,2,2,7.0,6,1,7,0,7-10 yrs,6K-10K,Medium,Good
794,28,No,Travel_Rarely,462,Sales,4,2,Life Sciences,3,Male,64,3,1,Manager,4.0,Divorced,3073.0,16463,1,No,12,3,3,1,5,1,4,5.0,5,3,3,0,4-6 yrs,3K-6K,Very High,Best
795,35,No,Travel_Frequently,1071,Research & Development,5,2,Other,4,Male,81,4,3,Research Director,2.0,Single,8398.0,9916,1,No,14,3,3,0,12,3,3,8.0,2,0,6,0,7-10 yrs,6K-10K,Medium,Better
796,40,Yes,Travel_Rarely,154,Research & Development,2,3,Medical,3,Female,94,3,3,Laboratory Technician,2.0,Single,5475.0,8255,4,No,15,3,3,0,17,1,2,2.0,2,1,2,1,2-3 yrs,3K-6K,Medium,Good
797,22,No,Travel_Rarely,630,Sales,16,2,Life Sciences,1,Male,73,3,5,Manager,1.0,Divorced,10812.0,6506,3,No,16,3,2,0,1,3,2,1.0,1,1,1,0,0-1 yrs,10K-15K,Low,Good
798,18,Yes,Travel_Rarely,820,Research & Development,6,1,Life Sciences,1,Female,39,2,5,Manufacturing Director,1.0,Divorced,15224.0,19963,3,No,15,3,1,1,0,3,3,0.0,0,0,0,1,0-1 yrs,15K+,Low,Better
799,60,No,Travel_Rarely,648,Research & Development,6,2,Life Sciences,3,Male,95,3,2,Manufacturing Director,3.0,Married,11876.0,23693,2,No,17,3,4,1,37,5,3,6.0,3,6,3,0,4-6 yrs,10K-15K,High,Better
800,51,No,Travel_Rarely,1119,Research & Development,19,3,Marketing,2,Male,40,2,4,Research Scientist,4.0,Single,11935.0,14671,4,No,13,3,4,0,30,2,3,8.0,4,2,4,0,7-10 yrs,10K-15K,Very High,Better
801,27,No,Travel_Rarely,217,Research & Development,12,1,Life Sciences,4,Male,39,3,3,Research Scientist,2.0,Divorced,10477.0,8627,2,No,11,3,2,1,6,4,3,6.0,3,1,4,0,4-6 yrs,10K-15K,Medium,Better
802,24,No,Travel_Rarely,1155,Research & Development,3,4,Marketing,4,Male,41,3,2,Healthcare Representative,1.0,Married,6775.0,19151,3,Yes,17,3,3,2,1,6,2,1.0,1,1,1,0,0-1 yrs,6K-10K,Low,Good
803,45,No,Non-Travel,692,Research & Development,7,2,Medical,1,Male,30,2,5,Healthcare Representative,3.0,Married,13224.0,10444,1,Yes,21,3,2,1,22,1,3,5.0,4,3,4,0,4-6 yrs,10K-15K,High,Better
804,37,No,Travel_Rarely,1009,Research & Development,8,2,Life Sciences,4,Female,52,2,3,Research Director,2.0,Divorced,9868.0,12251,4,Yes,14,3,4,0,13,3,4,5.0,4,4,5,0,4-6 yrs,6K-10K,Medium,Best
805,55,No,Travel_Rarely,543,Research & Development,29,3,Life Sciences,2,Male,66,3,2,Research Scientist,2.0,Married,6104.0,7331,3,No,18,3,3,0,35,3,3,13.0,4,1,2,0,10+ yrs,6K-10K,Medium,Better
806,44,Yes,Travel_Rarely,238,Research & Development,1,2,Life Sciences,4,Male,30,3,4,Manufacturing Director,3.0,Married,9472.0,19741,1,Yes,21,3,4,1,23,3,3,6.0,5,2,2,1,4-6 yrs,6K-10K,High,Better
807,22,Yes,Travel_Rarely,938,Research & Development,15,5,Medical,4,Male,79,3,2,Healthcare Representative,1.0,Single,6440.0,15246,2,Yes,17,3,4,3,0,2,3,0.0,0,0,0,1,0-1 yrs,6K-10K,Low,Better
808,48,Yes,Travel_Frequently,1095,Research & Development,12,1,Life Sciences,4,Female,83,3,4,Healthcare Representative,3.0,Single,10008.0,24252,4,Yes,13,3,4,0,25,4,4,11.0,2,3,2,1,10+ yrs,10K-15K,High,Best
809,29,No,Travel_Frequently,638,Sales,2,2,Marketing,4,Male,68,3,4,Sales Representative,2.0,Single,10211.0,16374,3,Yes,11,4,4,0,7,3,3,7.0,3,1,3,0,7-10 yrs,10K-15K,Medium,Better
810,60,Yes,Travel_Rarely,1335,Sales,10,4,Life Sciences,1,Male,56,3,2,Manager,4.0,Single,4281.0,10627,2,No,19,3,3,1,40,5,3,7.0,2,2,7,1,7-10 yrs,3K-6K,Very High,Better
811,26,Yes,Travel_Rarely,836,Sales,5,4,Life Sciences,4,Female,95,3,4,Sales Representative,4.0,Single,10874.0,10702,2,Yes,18,3,3,2,2,4,3,2.0,2,1,2,1,2-3 yrs,10K-15K,Very High,Better
812,19,Yes,Non-Travel,493,Research & Development,7,4,Life Sciences,4,Female,50,2,4,Laboratory Technician,3.0,Married,9150.0,20280,1,Yes,15,3,4,0,0,0,3,0.0,0,0,0,1,0-1 yrs,6K-10K,High,Better
813,47,Yes,Travel_Rarely,1051,Research & Development,1,3,Human Resources,3,Female,66,3,4,Research Director,1.0,Single,14352.0,5720,2,Yes,14,4,3,1,23,3,2,6.0,4,3,6,1,4-6 yrs,10K-15K,Low,Good
814,36,No,Travel_Rarely,1158,Research & Development,8,1,Life Sciences,3,Male,55,3,4,Research Director,1.0,Single,11349.0,11262,2,No,18,3,2,1,12,2,4,6.0,0,2,3,0,4-6 yrs,10K-15K,Low,Best
815,36,No,Travel_Rarely,542,Sales,18,3,Life Sciences,4,Male,78,2,1,Sales Representative,1.0,Married,2472.0,8973,4,No,11,3,1,0,15,5,3,11.0,4,3,6,0,10+ yrs,Below 3K,Low,Better
816,32,No,Travel_Rarely,281,Research & Development,7,1,Medical,2,Female,49,3,5,Manufacturing Director,4.0,Single,10248.0,3857,2,Yes,14,3,4,1,10,5,3,8.0,0,4,4,0,7-10 yrs,10K-15K,Very High,Better
817,32,No,Travel_Rarely,1045,Research & Development,8,2,Life Sciences,2,Male,58,2,5,Healthcare Representative,4.0,Married,15241.0,22645,3,No,17,3,4,1,8,4,2,8.0,5,3,1,0,7-10 yrs,15K+,Very High,Good
818,42,No,Travel_Rarely,630,Sales,1,3,Medical,2,Male,75,1,4,Manager,3.0,Single,12820.0,7269,0,No,14,3,1,0,18,0,3,11.0,6,1,4,0,10+ yrs,10K-15K,High,Better
819,33,No,Non-Travel,1386,Research & Development,5,3,Life Sciences,4,Male,95,1,3,Manager,4.0,Married,9866.0,21109,2,No,18,3,3,1,10,1,3,4.0,4,0,4,0,4-6 yrs,6K-10K,Very High,Better
820,52,No,Travel_Rarely,662,Sales,1,2,Life Sciences,1,Male,30,3,1,Sales Executive,4.0,Married,4214.0,23011,2,No,16,3,4,1,29,2,3,9.0,7,2,3,0,7-10 yrs,3K-6K,Very High,Better
821,25,No,Travel_Rarely,107,Sales,1,3,Technical Degree,4,Female,91,3,4,Sales Executive,4.0,Married,16174.0,15827,3,Yes,16,3,2,1,3,5,1,3.0,3,3,3,0,2-3 yrs,15K+,Very High,Bad
822,39,Yes,Travel_Rarely,677,Research & Development,1,2,Human Resources,4,Female,36,4,2,Manufacturing Director,4.0,Divorced,6705.0,14434,4,Yes,14,3,4,2,16,3,4,4.0,4,3,4,1,4-6 yrs,6K-10K,Very High,Best
823,46,No,Non-Travel,1210,Research & Development,1,3,Life Sciences,1,Female,97,2,3,Healthcare Representative,4.0,Single,8943.0,20913,2,No,16,4,1,0,24,5,2,6.0,2,3,4,0,4-6 yrs,6K-10K,Very High,Good
824,33,No,Travel_Rarely,740,Research & Development,2,2,Life Sciences,4,Female,56,2,3,Research Director,4.0,Married,9651.0,7523,2,No,11,3,3,0,12,1,3,6.0,6,2,5,0,4-6 yrs,6K-10K,Very High,Better
825,41,No,Travel_Rarely,721,Sales,4,4,Marketing,3,Male,97,3,5,Sales Executive,3.0,Single,11697.0,8424,2,No,11,3,4,2,18,5,3,11.0,4,2,5,0,10+ yrs,10K-15K,High,Better
826,36,Yes,Non-Travel,438,Research & Development,1,4,Technical Degree,2,Female,92,2,4,Research Director,2.0,Married,11818.0,13632,2,No,11,3,1,1,13,3,2,10.0,4,1,2,1,7-10 yrs,10K-15K,Medium,Good
827,38,No,Travel_Rarely,412,Research & Development,3,3,Medical,4,Female,30,2,4,Healthcare Representative,2.0,Married,9337.0,13334,1,No,12,3,4,1,15,3,3,9.0,6,0,2,0,7-10 yrs,6K-10K,Medium,Better
828,29,No,Travel_Rarely,381,Sales,2,4,Human Resources,4,Female,59,3,3,Manager,3.0,Married,6619.0,16833,0,No,11,3,4,0,6,2,4,6.0,3,1,3,0,4-6 yrs,6K-10K,High,Best
829,40,Yes,Travel_Frequently,1105,Research & Development,17,1,Marketing,4,Male,90,3,1,Laboratory Technician,4.0,Married,4841.0,25127,0,No,15,3,4,0,20,5,2,12.0,4,3,5,1,10+ yrs,3K-6K,Very High,Good
830,36,Yes,Travel_Rarely,269,Research & Development,10,2,Life Sciences,1,Female,42,3,2,Manufacturing Director,3.0,Single,9053.0,26332,1,No,11,4,4,1,15,3,2,9.0,8,2,2,1,7-10 yrs,6K-10K,High,Good
831,37,Yes,Travel_Frequently,627,Research & Development,1,4,Life Sciences,1,Female,44,3,5,Research Scientist,3.0,Single,12364.0,17548,1,No,11,3,2,1,15,4,3,10.0,8,3,3,1,7-10 yrs,10K-15K,High,Better
832,45,No,Travel_Rarely,541,Research & Development,22,3,Life Sciences,2,Male,63,3,3,Healthcare Representative,4.0,Married,8741.0,16241,6,No,14,3,2,1,23,3,3,12.0,2,6,3,0,10+ yrs,6K-10K,Very High,Better
833,42,No,Non-Travel,1426,Research & Development,10,1,Other,2,Female,85,3,4,Research Director,2.0,Single,14235.0,7074,3,No,13,3,2,0,20,5,3,5.0,5,5,5,0,4-6 yrs,10K-15K,Medium,Better
834,54,No,Travel_Frequently,181,Research & Development,29,4,Life Sciences,4,Male,43,4,3,Manager,1.0,Divorced,7363.0,23593,4,No,11,3,3,2,33,0,2,9.0,6,1,2,0,7-10 yrs,6K-10K,Low,Good
835,31,No,Travel_Frequently,1453,Sales,2,4,Marketing,4,Male,47,3,3,Manager,3.0,Married,6899.0,18922,6,No,12,3,2,1,9,1,3,9.0,4,0,3,0,7-10 yrs,6K-10K,High,Better
836,49,No,Travel_Rarely,1484,Sales,16,3,Life Sciences,4,Female,71,3,4,Manager,3.0,Married,12588.0,4022,3,No,15,3,2,2,28,0,4,6.0,4,4,6,0,4-6 yrs,10K-15K,High,Best
837,33,Yes,Travel_Rarely,377,Sales,7,4,Medical,3,Female,60,3,3,Sales Executive,2.0,Single,10287.0,11246,7,Yes,13,3,4,0,9,2,1,7.0,1,4,5,1,7-10 yrs,10K-15K,Medium,Bad
838,43,Yes,Travel_Rarely,1321,Research & Development,1,3,Technical Degree,4,Female,56,3,2,Manager,1.0,Married,4242.0,24566,2,Yes,19,3,4,1,19,2,1,8.0,7,2,2,1,7-10 yrs,3K-6K,Low,Bad
839,36,No,Travel_Rarely,756,Research & Development,3,5,Other,1,Male,65,3,2,Healthcare Representative,3.0,Single,7388.0,11343,1,No,16,3,3,2,13,2,3,7.0,4,0,3,0,7-10 yrs,6K-10K,High,Better
840,36,Yes,Travel_Rarely,228,Research & Development,6,4,Technical Degree,2,Male,38,4,4,Research Director,1.0,Married,10953.0,24584,1,Yes,18,3,3,1,16,5,3,8.0,2,5,1,1,7-10 yrs,10K-15K,Low,Better
841,38,No,Travel_Rarely,1043,Sales,10,3,Life Sciences,1,Male,34,2,1,Sales Representative,1.0,Single,4749.0,23676,8,No,11,3,3,0,14,1,3,9.0,5,0,2,0,7-10 yrs,3K-6K,Low,Better
842,34,No,Travel_Frequently,925,Research & Development,7,2,Technical Degree,4,Male,96,1,3,Laboratory Technician,3.0,Single,8435.0,7982,0,No,13,3,3,1,12,5,1,2.0,0,2,2,0,2-3 yrs,6K-10K,High,Bad
843,44,No,Non-Travel,478,Research & Development,2,4,Life Sciences,3,Female,66,2,3,Research Director,3.0,Married,10501.0,17010,1,No,13,3,3,0,24,2,4,4.0,4,2,4,0,4-6 yrs,10K-15K,High,Best
844,39,Yes,Travel_Rarely,282,Research & Development,7,2,Medical,2,Female,40,2,4,Laboratory Technician,1.0,Married,9467.0,10890,5,No,15,4,2,0,18,5,2,3.0,3,1,3,1,2-3 yrs,6K-10K,Low,Good
845,38,No,Travel_Rarely,1488,Research & Development,14,3,Life Sciences,3,Male,51,3,3,Manager,3.0,Single,10114.0,9001,1,Yes,20,3,3,1,18,6,2,7.0,3,4,6,0,7-10 yrs,10K-15K,High,Good
846,47,Yes,Travel_Rarely,1459,Sales,26,4,Life Sciences,4,Male,85,2,3,Sales Executive,4.0,Single,7912.0,17448,2,No,15,3,4,0,24,5,4,10.0,9,5,3,1,7-10 yrs,6K-10K,Very High,Best
847,48,No,Non-Travel,1486,Sales,1,3,Marketing,2,Female,97,3,5,Sales Representative,4.0,Married,11709.0,6408,3,No,11,3,2,2,28,2,3,4.0,4,4,4,0,4-6 yrs,10K-15K,Very High,Better
848,38,No,Non-Travel,1176,Research & Development,8,1,Life Sciences,2,Male,41,1,4,Healthcare Representative,4.0,Single,11581.0,22294,4,Yes,15,3,2,0,16,2,3,6.0,2,3,3,0,4-6 yrs,10K-15K,Very High,Better
849,29,No,Travel_Rarely,701,Sales,3,4,Technical Degree,4,Male,99,3,3,Manager,3.0,Divorced,10696.0,7122,3,No,21,3,1,0,6,1,3,6.0,6,1,2,0,4-6 yrs,10K-15K,High,Better
850,27,No,Travel_Rarely,899,Research & Development,6,3,Marketing,4,Male,66,3,1,Manager,4.0,Single,4770.0,19680,5,No,21,4,3,1,4,6,3,4.0,2,1,4,0,4-6 yrs,3K-6K,Very High,Better
851,52,Yes,Non-Travel,124,Research & Development,7,5,Life Sciences,4,Female,63,3,1,Manufacturing Director,3.0,Divorced,2933.0,13280,2,No,22,4,1,1,32,5,3,11.0,2,5,2,1,10+ yrs,Below 3K,High,Better
852,40,Yes,Travel_Frequently,880,Sales,6,3,Human Resources,1,Male,32,3,2,Sales Representative,4.0,Married,5003.0,23889,0,Yes,19,3,3,3,19,3,2,6.0,6,3,3,1,4-6 yrs,3K-6K,Very High,Good
853,35,Yes,Travel_Frequently,1051,Research & Development,1,2,Marketing,1,Female,40,2,1,Laboratory Technician,2.0,Married,2626.0,12103,2,No,15,3,3,2,11,2,3,5.0,4,1,5,1,4-6 yrs,Below 3K,Medium,Better
854,23,Yes,Non-Travel,1313,Research & Development,29,4,Marketing,4,Female,75,3,5,Manager,4.0,Single,12082.0,13029,4,Yes,16,3,4,0,0,2,1,0.0,0,0,0,1,0-1 yrs,10K-15K,Very High,Bad
855,47,No,Travel_Rarely,1363,Sales,4,3,Technical Degree,4,Female,38,2,3,Sales Executive,1.0,Married,6477.0,10485,4,No,18,3,3,1,27,4,3,4.0,1,0,0,0,4-6 yrs,6K-10K,Low,Better
856,24,No,Travel_Rarely,523,Sales,7,1,Life Sciences,4,Female,59,2,3,Sales Representative,3.0,Married,10029.0,12177,2,No,19,3,3,0,0,3,3,0.0,0,0,0,0,0-1 yrs,10K-15K,High,Better
857,27,No,Travel_Rarely,1098,Research & Development,3,3,Life Sciences,4,Male,47,3,4,Healthcare Representative,2.0,Divorced,10031.0,23386,2,No,15,3,4,1,7,1,3,7.0,2,1,3,0,7-10 yrs,10K-15K,Medium,Better
858,28,No,Travel_Rarely,1420,Research & Development,4,2,Life Sciences,2,Male,83,3,1,Manager,4.0,Single,6214.0,2011,5,No,20,3,2,0,5,4,3,5.0,2,1,4,0,4-6 yrs,6K-10K,Very High,Better
859,48,No,Travel_Frequently,565,Research & Development,4,3,Life Sciences,3,Female,88,2,1,Manufacturing Director,4.0,Divorced,3227.0,26808,1,No,13,3,2,1,24,3,4,10.0,3,2,5,0,7-10 yrs,3K-6K,Very High,Best
860,42,No,Travel_Frequently,484,Sales,3,2,Other,2,Female,30,3,5,Sales Representative,3.0,Single,11648.0,7594,1,No,12,3,1,0,18,3,2,5.0,5,0,5,0,4-6 yrs,10K-15K,High,Good
861,44,Yes,Travel_Rarely,304,Sales,10,1,Technical Degree,3,Female,45,4,4,Manager,2.0,Married,8286.0,12383,4,No,13,3,3,1,22,4,2,2.0,2,2,2,1,2-3 yrs,6K-10K,Medium,Good
862,29,Yes,Travel_Frequently,607,Research & Development,13,4,Technical Degree,4,Male,56,2,2,Laboratory Technician,4.0,Single,6176.0,9822,1,No,12,3,3,1,7,0,2,7.0,7,3,6,1,7-10 yrs,6K-10K,Very High,Good
863,40,No,Travel_Frequently,1337,Research & Development,6,2,Life Sciences,3,Female,70,1,2,Research Director,2.0,Married,8170.0,12496,2,No,11,4,3,0,19,1,3,6.0,0,2,3,0,4-6 yrs,6K-10K,Medium,Better
864,28,No,Travel_Rarely,161,Research & Development,3,4,Marketing,1,Female,33,2,4,Manufacturing Director,4.0,Single,9042.0,8573,4,No,19,3,2,2,5,1,4,5.0,3,1,5,0,4-6 yrs,6K-10K,Very High,Best
865,25,No,Travel_Rarely,143,Research & Development,11,4,Life Sciences,3,Male,79,3,5,Manufacturing Director,4.0,Divorced,13704.0,5582,5,No,16,3,3,1,2,5,3,2.0,2,2,2,0,2-3 yrs,10K-15K,Very High,Better
866,23,Yes,Travel_Rarely,956,Sales,5,3,Life Sciences,3,Female,48,3,2,Sales Representative,1.0,Married,6164.0,3518,1,No,19,3,3,2,0,1,1,0.0,0,0,0,1,0-1 yrs,6K-10K,Low,Bad
867,36,No,Travel_Rarely,134,Sales,8,3,Marketing,4,Female,80,3,3,Sales Representative,2.0,Married,7222.0,2334,2,No,11,4,3,2,15,5,3,10.0,2,4,8,0,7-10 yrs,6K-10K,Medium,Better
868,54,Yes,Travel_Rarely,850,Research & Development,4,4,Medical,3,Female,33,1,4,Research Scientist,3.0,Married,13552.0,16352,1,Yes,17,3,3,0,32,3,2,6.0,2,1,2,1,4-6 yrs,10K-15K,High,Good
869,59,No,Travel_Rarely,686,Sales,29,4,Marketing,2,Female,59,3,2,Sales Representative,4.0,Divorced,8464.0,8744,1,No,11,3,4,1,35,1,3,9.0,3,3,2,0,7-10 yrs,6K-10K,Very High,Better
870,43,Yes,Travel_Rarely,1333,Research & Development,1,3,Marketing,2,Female,36,3,3,Research Director,2.0,Single,5714.0,7530,3,No,11,3,4,1,23,3,3,3.0,3,1,2,1,2-3 yrs,3K-6K,Medium,Better
871,25,No,Travel_Rarely,1023,Research & Development,4,2,Other,4,Female,52,3,4,Laboratory Technician,2.0,Married,10208.0,2242,1,No,11,4,1,0,2,4,1,2.0,2,2,2,0,2-3 yrs,10K-15K,Medium,Bad
872,35,Yes,Travel_Rarely,339,Research & Development,3,1,Life Sciences,2,Female,45,3,5,Healthcare Representative,3.0,Married,13567.0,24197,2,Yes,17,3,1,2,15,2,2,6.0,3,5,4,1,4-6 yrs,10K-15K,High,Good
873,26,No,Travel_Frequently,430,Sales,26,1,Other,1,Male,33,4,2,Sales Representative,3.0,Single,6072.0,24294,0,No,20,3,4,1,6,5,3,6.0,4,1,4,0,4-6 yrs,6K-10K,High,Better
874,26,No,Travel_Rarely,282,Research & Development,2,1,Technical Degree,2,Female,38,2,4,Manufacturing Director,4.0,Single,10993.0,26064,1,No,11,4,4,0,2,5,4,2.0,1,1,2,0,2-3 yrs,10K-15K,Very High,Best
875,36,No,Travel_Rarely,231,Research & Development,4,2,Life Sciences,2,Male,86,3,5,Research Director,1.0,Married,13730.0,12637,3,No,11,3,4,1,16,3,1,10.0,4,2,3,0,7-10 yrs,10K-15K,Low,Bad
876,39,No,Travel_Rarely,1487,Sales,19,3,Medical,3,Male,50,2,2,Sales Executive,3.0,Single,9738.0,4944,5,No,11,3,4,1,17,3,3,4.0,3,4,1,0,4-6 yrs,6K-10K,High,Better
877,38,No,Travel_Frequently,1129,Sales,9,4,Life Sciences,2,Female,92,4,2,Manager,2.0,Divorced,8697.0,9783,5,No,18,3,2,0,18,3,2,4.0,2,2,2,0,4-6 yrs,6K-10K,Medium,Good
878,44,No,Travel_Rarely,1002,Research & Development,29,2,Medical,3,Female,39,3,5,Research Director,3.0,Single,12121.0,22332,3,No,15,3,3,1,22,4,4,8.0,7,3,1,0,7-10 yrs,10K-15K,High,Best
879,33,No,Non-Travel,266,Research & Development,1,4,Marketing,4,Male,93,1,5,Laboratory Technician,1.0,Single,14255.0,21190,4,No,16,3,1,1,12,1,4,10.0,2,2,6,0,7-10 yrs,10K-15K,Low,Best
880,34,No,Travel_Rarely,1345,Research & Development,4,2,Human Resources,4,Male,62,3,3,Manufacturing Director,4.0,Single,7490.0,23554,3,Yes,14,3,3,1,11,2,3,8.0,5,2,2,0,7-10 yrs,6K-10K,Very High,Better
881,49,Yes,Travel_Rarely,589,Sales,1,4,Life Sciences,1,Female,80,4,5,Sales Representative,2.0,Single,13706.0,24224,3,No,21,3,1,0,26,0,3,6.0,6,3,5,1,4-6 yrs,10K-15K,Medium,Better
882,48,No,Travel_Rarely,710,Research & Development,8,4,Life Sciences,2,Female,43,4,4,Healthcare Representative,1.0,Divorced,10032.0,20313,1,Yes,13,3,3,0,24,1,3,7.0,5,3,6,0,7-10 yrs,10K-15K,Low,Better
883,41,Yes,Travel_Rarely,1416,Sales,15,3,Marketing,1,Female,96,4,1,Manager,2.0,Married,5865.0,11672,0,Yes,13,3,4,0,18,1,2,8.0,4,2,1,1,7-10 yrs,3K-6K,Medium,Good
884,18,No,Travel_Rarely,492,Research & Development,6,2,Technical Degree,1,Male,41,3,1,Healthcare Representative,1.0,Single,1129.0,12904,1,No,16,3,2,1,0,3,4,0.0,0,0,0,0,0-1 yrs,Below 3K,Low,Best
885,31,No,Travel_Rarely,652,Research & Development,1,3,Marketing,4,Male,77,3,1,Manufacturing Director,4.0,Divorced,6650.0,10043,2,No,11,4,3,1,11,2,3,10.0,7,2,6,0,7-10 yrs,6K-10K,Very High,Better
886,39,No,Travel_Rarely,233,Human Resources,6,3,Life Sciences,1,Male,32,2,2,Manager,4.0,Divorced,8539.0,4060,1,No,13,3,4,1,15,4,4,7.0,7,2,1,0,7-10 yrs,6K-10K,Very High,Best
887,43,No,Non-Travel,421,Sales,5,3,Marketing,4,Male,90,1,3,Manager,4.0,Married,8452.0,18027,1,No,13,3,4,0,21,2,1,8.0,8,1,6,0,7-10 yrs,6K-10K,Very High,Bad
888,48,No,Travel_Rarely,734,Research & Development,3,1,Technical Degree,1,Male,34,3,2,Manufacturing Director,3.0,Divorced,7499.0,16933,0,Yes,16,4,1,1,24,6,4,6.0,4,0,2,0,4-6 yrs,6K-10K,High,Best
889,30,Yes,Travel_Rarely,979,Research & Development,4,5,Life Sciences,4,Female,81,2,4,Research Scientist,1.0,Divorced,11431.0,25805,2,No,14,4,3,2,10,6,2,5.0,4,2,5,1,4-6 yrs,10K-15K,Low,Good
890,36,No,Travel_Frequently,1296,Research & Development,9,4,Marketing,3,Female,50,2,4,Manager,4.0,Married,12375.0,13997,1,No,13,3,2,1,13,3,3,3.0,3,1,3,0,2-3 yrs,10K-15K,Very High,Better
891,32,Yes,Travel_Rarely,1330,Research & Development,6,2,Technical Degree,4,Male,62,2,5,Laboratory Technician,1.0,Divorced,12050.0,2665,2,Yes,16,3,3,2,12,3,4,6.0,3,1,3,1,4-6 yrs,10K-15K,Low,Best
892,34,No,Travel_Rarely,1066,Human Resources,6,2,Other,4,Female,61,3,1,Human Resources,4.0,Single,2540.0,10406,4,No,11,3,2,0,11,0,4,11.0,1,2,2,0,10+ yrs,Below 3K,Very High,Best
893,41,No,Travel_Rarely,630,Sales,9,3,Life Sciences,2,Female,69,1,4,Manager,3.0,Single,12330.0,20050,7,No,19,4,3,2,18,1,2,8.0,4,1,2,0,7-10 yrs,10K-15K,High,Good
